L = 0.03
16.4846 0.0073 0.0000
16.5212 0.0063 0.0000
16.5225 0.0116 0.0000
16.5238 0.0130 0.0000
16.5312 0.0115 0.0000
16.5680 0.0114 0.0000
16.6601 0.0085 0.0000
16.6811 0.0035 0.0000
16.6822 0.0062 0.0000
16.7234 0.0028 0.0000
16.7458 0.0063 0.0000
16.7656 0.0104 0.0000
16.8522 0.0174 0.0000
16.8612 0.0043 0.0000
16.8637 0.0061 0.0000
16.8792 0.0088 0.0000
17.0374 0.0017 0.0000
17.0800 0.0074 0.0000
17.0912 0.0033 0.0000
17.1004 0.0113 0.0000
17.1057 0.0149 0.0000
17.1286 0.0099 0.0000
17.1339 0.0008 0.0000
17.1428 0.0058 0.0000
17.1553 0.0087 0.0000
17.1594 0.0074 0.0000
17.1679 0.0095 0.0000
17.1904 0.0095 0.0000
17.2200 0.0102 0.0000
17.2258 0.0094 0.0000
17.2364 0.0123 0.0000
17.2472 0.0038 0.0000
17.2473 0.0094 0.0000
17.2491 0.0067 0.0000
17.2706 0.0057 0.0000
17.2806 0.0075 0.0000
17.3287 0.0012 0.0000
17.3593 0.0162 0.0000
17.3756 0.0139 0.0000
17.4119 0.0099 0.0000
17.4150 0.0111 0.0000
17.4158 0.0138 0.0000
17.4556 0.0146 0.0000
17.4715 0.0012 0.0000
17.5373 0.0160 0.0000
17.5436 0.0129 0.0000
17.5630 0.0143 0.0000
17.6006 0.0075 0.0000
17.6466 0.0058 0.0000
17.7495 0.0033 0.0000
17.7535 0.0050 0.0000
17.7908 0.0097 0.0000
17.8330 0.0082 0.0000
17.8425 0.0127 0.0000
17.9029 0.0102 0.0000
17.9101 0.0138 0.0000
17.9202 0.0084 0.0000
17.9688 0.0079 0.0000
18.0489 0.0030 0.0000
18.0615 0.0059 0.0000
18.0902 0.0042 0.0000
18.0994 0.0073 0.0000
18.1132 0.0082 0.0000
18.1337 0.0060 0.0000
18.1417 0.0102 0.0000
18.1557 0.0050 0.0000
18.1869 0.0029 0.0000
18.2011 0.0014 0.0000
18.2359 0.0205 0.0000
18.2519 0.0039 0.0000
18.2529 0.0029 0.0000
18.2559 0.0070 0.0000
18.2806 0.0063 0.0000
18.2902 0.0129 0.0000
18.4040 0.0045 0.0000
18.4074 0.0028 0.0000
18.4491 0.0179 0.0000
18.4751 0.0011 0.0000
18.4775 0.0101 0.0000
18.5093 0.0037 0.0000
18.5342 0.0184 0.0000
18.5825 0.0138 0.0000
18.6122 0.0198 0.0000
18.6277 0.0048 -0.0064
18.6581 0.0030 0.0000
18.6867 0.0098 0.0000
18.7294 0.0032 0.0000
18.7475 0.0141 0.0000
18.7761 0.0060 0.0000
18.7844 0.0105 0.0000
18.8586 0.0083 0.0000
18.8606 0.0077 0.0000
18.8782 0.0021 0.0000
18.8819 0.0055 0.0000
18.8894 0.0038 0.0000
18.9027 0.0070 0.0000
18.9076 0.0021 0.0000
18.9154 0.0048 0.0000
18.9341 0.0178 0.0000
18.9590 0.0073 0.0000
18.9713 0.0057 0.0000
18.9773 0.0055 0.0000
19.0394 0.0077 0.0000
19.0398 0.0012 0.0000
19.0850 0.0068 0.0000
19.1622 0.0087 0.0000
19.2746 0.0068 0.0000
19.2819 0.0038 0.0000
19.2900 0.0113 0.0000
19.2937 0.0125 0.0000
19.3080 0.0036 0.0000
19.3658 0.0082 0.0000
19.3828 0.0093 0.0000
19.3940 0.0054 0.0000
19.4299 0.0061 0.0000
19.4564 0.0069 0.0000
19.4752 0.0107 0.0000
19.4878 0.0133 0.0000
19.4927 0.0050 0.0000
19.5098 0.0094 0.0000
19.6061 0.0087 0.0000
19.6272 0.0075 0.0000
19.6292 0.0089 0.0000
19.6338 0.0099 0.0000
19.6433 0.0039 0.0000
19.6975 0.0003 0.0000
19.7060 0.0063 0.0000
19.7079 0.0081 0.0000
19.7085 0.0032 0.0000
19.7457 0.0119 0.0000
19.7999 0.0093 0.0000
19.8235 0.0054 0.0000
19.8376 0.0080 0.0000
19.8825 0.0142 0.0000
19.9025 0.0021 0.0000
19.9296 0.0124 0.0000
19.9400 0.0029 0.0000
19.9536 0.0028 0.0000
19.9603 0.0059 0.0000
20.0123 0.0184 0.0000
20.0376 0.0051 0.0000
20.0672 0.0051 0.0000
20.0766 0.0072 0.0000
20.0810 0.0093 0.0000
20.0869 0.0163 0.0000
20.1019 0.0143 0.0000
20.1048 0.0121 0.0000
20.1138 0.0041 0.0000
20.1247 0.0049 0.0000
20.1870 0.0088 0.0000
20.2093 0.0063 0.0000
20.2425 0.0080 0.0000
20.2483 0.0048 0.0000
20.2534 0.0102 0.0000
20.2738 0.0085 0.0000
20.2848 0.0154 0.0000
20.2887 0.0157 0.0000
20.2983 0.0087 0.0000
20.3229 0.0145 0.0000
20.3259 0.0204 0.0000
20.3367 0.0134 0.0000
20.3566 0.0030 0.0000
20.3781 0.0095 0.0000
20.3879 0.0103 0.0000
20.4019 0.0090 0.0000
20.4603 0.0041 0.0000
20.4901 0.0047 0.0000
20.5059 0.0073 0.0000
20.5269 0.0036 0.0000
20.5506 0.0091 0.0000
20.5591 0.0106 0.0000
20.6118 0.0174 0.0000
20.6409 0.0044 0.0000
20.6971 0.0118 0.0000
20.7112 0.0062 0.0061
20.7344 0.0033 0.0000
20.7589 0.0122 0.0000
20.8051 0.0039 0.0000
20.8065 0.0138 0.0000
20.8288 0.0135 0.0000
20.9317 0.0077 0.0000
20.9943 0.0041 0.0000
21.0248 0.0022 0.0000
21.1376 0.0072 0.0000
21.1400 0.0013 0.0000
21.2021 0.0056 0.0000
21.2033 0.0112 0.0000
21.2375 0.0016 0.0000
21.2650 0.0115 0.0000
21.2761 0.0132 0.0000
21.3327 0.0042 0.0000
21.3390 0.0023 0.0000
21.3409 0.0127 0.0000
21.3870 0.0091 0.0000
21.4119 0.0093 0.0000
21.4368 0.0096 0.0000
21.4429 0.0055 0.0000
21.4508 0.0086 0.0000
21.4612 0.0026 0.0000
21.4992 0.0060 0.0000
21.5235 0.0129 0.0000
21.5271 0.0188 0.0000
21.5279 0.0115 0.0000
21.5604 0.0090 0.0000
21.5668 0.0057 0.0000
21.5827 0.0059 0.0000
21.6292 0.0116 0.0000
21.6631 0.0116 0.0000
21.6667 0.0049 0.0000
21.6924 0.0043 0.0000
21.7602 0.0074 0.0000
21.8612 0.0048 0.0000
21.8698 0.0079 0.0000
21.8724 0.0064 0.0000
21.9543 0.0075 0.0000
21.9578 0.0145 0.0000
22.0758 0.0079 0.0000
22.0814 0.0045 0.0000
22.0948 0.0012 0.0000
22.1040 0.0094 0.0000
22.1435 0.0033 0.0000
22.1512 0.0031 0.0000
22.1550 0.0043 0.0000
22.1566 0.0058 0.0000
22.1816 0.0092 0.0000
22.1886 0.0046 0.0000
22.2056 0.0078 0.0000
22.2342 0.0133 0.0000
22.2376 0.0054 0.0000
22.2506 0.0018 0.0000
22.2588 0.0115 0.0000
22.2852 0.0108 0.0000
22.3110 0.0132 0.0000
22.3245 0.0059 0.0000
22.3270 0.0100 0.0000
22.3406 0.0036 0.0000
22.3508 0.0086 0.0000
22.3517 0.0083 0.0000
22.3703 0.0029 0.0000
22.3797 0.0075 0.0000
22.3977 0.0152 0.0000
22.4239 0.0098 0.0000
22.4727 0.0099 0.0000
22.4946 0.0146 0.0000
22.5232 0.0036 0.0000
22.5256 0.0140 0.0000
22.5349 0.0029 0.0000
22.5377 0.0070 0.0000
22.5526 0.0043 0.0000
22.5573 0.0172 0.0000
22.5651 0.0058 0.0000
22.5794 0.0091 0.0000
22.5799 0.0060 0.0000
22.5802 0.0031 0.0000
22.6483 0.0106 0.0000
22.7170 0.0075 0.0000
22.7257 0.0120 0.0000
22.7540 0.0109 0.0000
22.7746 0.0082 0.0000
22.7839 0.0051 0.0000
22.7920 0.0119 0.0000
22.8275 0.0043 0.0000
22.8393 0.0128 0.0000
22.9005 0.0090 0.0000
22.9171 0.0137 0.0000
22.9661 0.0081 0.0000
22.9690 0.0087 0.0000
22.9751 0.0068 0.0000
22.9765 0.0024 0.0000
22.9816 0.0021 0.0000
22.9932 0.0083 0.0000
23.0173 0.0153 0.0000
23.0768 0.0071 0.0000
23.1194 0.0030 0.0000
23.1466 0.0044 0.0000
23.1773 0.0040 0.0000
23.2112 0.0170 0.0000
23.2635 0.0157 0.0000
23.2645 0.0144 0.0000
23.2700 0.0010 0.0000
23.2777 0.0092 0.0000
23.3096 0.0159 0.0000
23.3851 0.0037 0.0000
23.3932 0.0049 0.0000
23.3991 0.0031 0.0000
23.4019 0.0084 0.0000
23.4150 0.0063 0.0000
23.4215 0.0008 0.0000
23.4801 0.0092 0.0000
23.5134 0.0035 0.0000
23.6478 0.0143 0.0000
23.7118 0.0087 0.0000
23.7296 0.0054 0.0000
23.7401 0.0022 0.0000
23.7638 0.0095 0.0000
23.7674 0.0058 0.0000
23.8024 0.0064 0.0000
23.8092 0.0046 0.0000
23.8495 0.0108 0.0000
23.8566 0.0021 0.0000
23.8567 0.0098 0.0000
23.8846 0.0015 0.0000
23.8871 0.0110 0.0000
23.8922 0.0050 0.0000
23.9719 0.0154 0.0000
23.9761 0.0054 0.0000
24.0496 0.0081 0.0000
24.0672 0.0069 0.0000
24.1176 0.0095 0.0000
24.1351 0.0061 0.0000
24.1851 0.0102 0.0000
24.2079 0.0034 0.0000
24.2273 0.0168 -0.0104
24.2939 0.0046 0.0000
24.3205 0.0107 0.0000
24.3534 0.0220 0.0000
24.4909 0.0037 0.0000
24.5094 0.0021 0.0000
24.5168 0.0043 0.0000
24.5254 0.0099 0.0000
24.5355 0.0053 0.0000
24.5470 0.0188 0.0000
24.5513 0.0033 0.0000
24.5587 0.0135 0.0000
24.6056 0.0107 0.0000
24.6271 0.0151 0.0000
24.6569 0.0119 0.0000
24.6585 0.0104 0.0000
24.6995 0.0087 0.0000
24.7456 0.0036 0.0000
24.7644 0.0037 0.0000
24.7924 0.0006 0.0000
24.8221 0.0139 0.0000
24.8385 0.0124 0.0000
24.8670 0.0032 0.0000
24.8671 0.0060 0.0000
24.8795 0.0132 -0.0120
24.8990 0.0020 0.0000
24.9098 0.0189 0.0000
24.9414 0.0055 0.0000
25.0253 0.0113 0.0000
25.0466 0.0079 0.0000
25.0525 0.0083 0.0000
25.1158 0.0040 0.0000
25.1562 0.0148 0.0000
25.1765 0.0123 0.0000
25.2737 0.0029 0.0000
25.3549 0.0080 0.0000
25.3874 0.0106 0.0000
25.4087 0.0117 0.0000
25.4576 0.0083 0.0000
25.4781 0.0127 0.0000
25.5399 0.0149 0.0000
25.5814 0.0079 0.0000
25.5935 0.0086 0.0000
25.6189 0.0038 0.0000
25.6248 0.0021 0.0000
25.6410 0.0033 0.0000
25.6471 0.0074 0.0000
25.6607 0.0047 0.0000
25.6710 0.0101 0.0000
25.7300 0.0102 0.0000
25.7341 0.0030 0.0000
25.7368 0.0042 0.0000
25.7405 0.0200 0.0000
25.7504 0.0083 0.0000
25.7517 0.0134 0.0000
25.7803 0.0095 0.0000
25.7974 0.0102 0.0000
25.8101 0.0146 0.0000
25.8156 0.0147 0.0000
25.8268 0.0062 0.0000
25.8342 0.0094 0.0000
25.8839 0.0135 0.0000
25.9347 0.0070 0.0000
25.9434 0.0061 0.0000
25.9566 0.0075 0.0000
25.9584 0.0082 0.0000
25.9683 0.0060 0.0000
26.0437 0.0103 0.0000
26.0924 0.0091 0.0000
26.1283 0.0061 0.0000
26.1775 0.0191 0.0000
26.1925 0.0080 0.0000
26.2156 0.0126 0.0000
26.2559 0.0018 0.0000
26.2599 0.0033 0.0000
26.2657 0.0109 0.0000
26.2819 0.0115 0.0000
26.3055 0.0142 0.0000
26.3189 0.0121 0.0000
26.3196 0.0062 0.0000
26.3542 0.0058 0.0000
26.3652 0.0181 0.0000
26.4239 0.0011 0.0000
26.4305 0.0107 0.0000
26.4422 0.0116 0.0000
26.4446 0.0077 0.0000
26.4483 0.0027 0.0000
26.4644 0.0116 0.0000
26.4965 0.0092 0.0000
26.5002 0.0146 0.0000
26.5068 0.0124 0.0000
26.5232 0.0074 0.0000
26.5676 0.0054 0.0000
26.5823 0.0071 0.0000
26.6181 0.0099 0.0000
26.6324 0.0108 0.0000
26.6336 0.0147 0.0000
26.6455 0.0020 0.0000
26.6937 0.0047 0.0000
26.6946 0.0045 0.0000
26.7050 0.0014 0.0000
26.7192 0.0064 0.0000
26.7484 0.0077 0.0000
26.7492 0.0116 0.0000
26.7774 0.0092 0.0000
26.8060 0.0048 0.0000
26.8292 0.0063 0.0000
26.8409 0.0072 0.0000
26.8584 0.0068 0.0000
26.8811 0.0021 0.0000
26.9765 0.0071 0.0000
26.9881 0.0058 0.0000
27.0471 0.0083 0.0000
27.0642 0.0078 0.0000
27.0745 0.0067 0.0000
27.0850 0.0080 0.0000
27.1320 0.0041 0.0000
27.2672 0.0091 0.0000
27.2772 0.0138 0.0000
27.2904 0.0052 0.0000
27.2983 0.0072 0.0000
27.2990 0.0022 0.0000
27.3743 0.0086 0.0000
27.3943 0.0174 0.0000
27.3965 0.0051 0.0000
27.4568 0.0107 0.0000
27.4732 0.0035 0.0000
27.5114 0.0035 0.0000
27.5389 0.0063 0.0000
27.5391 0.0073 0.0000
27.5714 0.0229 0.0000
27.6307 0.0048 0.0000
27.6883 0.0092 0.0000
27.7000 0.0050 0.0000
27.7000 0.0021 0.0000
27.7246 0.0155 0.0000
27.7638 0.0033 0.0000
27.7706 0.0099 0.0000
27.7736 0.0107 0.0000
27.8176 0.0093 0.0000
27.8534 0.0072 0.0000
27.8683 0.0159 0.0000
27.8905 0.0072 0.0000
27.9118 0.0081 0.0000
27.9169 0.0019 0.0000
27.9471 0.0113 0.0000
27.9694 0.0143 0.0000
28.0025 0.0085 0.0000
28.0070 0.0153 0.0000
28.0490 0.0074 0.0000
28.0602 0.0037 0.0000
28.1035 0.0094 0.0000
28.1062 0.0077 0.0000
28.1478 0.0057 0.0000
28.1571 0.0092 0.0000
28.1830 0.0081 0.0000
28.1949 0.0068 0.0000
28.2068 0.0068 0.0000
28.2267 0.0074 0.0000
28.2848 0.0105 0.0000
28.2852 0.0080 0.0000
28.3328 0.0100 0.0000
28.3390 0.0015 0.0000
28.3616 0.0061 0.0000
28.4865 0.0048 0.0000
28.4993 0.0140 0.0000
28.5040 0.0024 0.0000
28.5095 0.0085 0.0000
28.5113 0.0166 0.0000
28.5226 0.0069 0.0000
28.6559 0.0088 0.0000
28.6712 0.0044 0.0000
28.7150 0.0064 0.0000
28.7325 0.0043 0.0000
28.7632 0.0041 0.0000
28.7743 0.0111 0.0000
28.7974 0.0069 0.0000
28.8335 0.0125 0.0000
28.8450 0.0046 0.0000
28.8546 0.0036 0.0000
28.8840 0.0072 0.0000
28.8883 0.0106 0.0000
28.8937 0.0156 0.0000
28.9038 0.0050 0.0000
28.9070 0.0046 0.0000
28.9181 0.0005 0.0000
28.9354 0.0130 0.0000
28.9835 0.0089 0.0000
28.9850 0.0088 0.0000
29.0069 0.0083 0.0000
29.0181 0.0122 0.0000
29.0315 0.0154 0.0000
29.0553 0.0099 0.0000
29.0585 0.0031 0.0000
29.0725 0.0028 0.0000
29.0738 0.0181 0.0000
29.1570 0.0050 0.0000
29.1652 0.0052 0.0000
29.1676 0.0121 0.0000
29.1971 0.0054 0.0000
29.1994 0.0061 0.0000
29.2774 0.0115 0.0000
29.2824 0.0173 0.0000
29.2949 0.0082 0.0000
29.3262 0.0077 0.0000
29.3963 0.0096 0.0000
29.4245 0.0049 0.0000
29.4322 0.0033 0.0000
29.4777 0.0187 0.0000
29.4787 0.0165 0.0000
29.4836 0.0140 0.0000
29.5590 0.0058 0.0000
29.5616 0.0093 0.0000
29.5855 0.0018 0.0000
29.6331 0.0077 0.0000
29.7092 0.0085 0.0000
29.7590 0.0140 0.0000
29.7835 0.0130 0.0000
29.7942 0.0014 0.0000
29.8098 0.0039 0.0000
29.8343 0.0172 0.0000
29.8741 0.0043 0.0000
29.8863 0.0041 0.0000
29.9395 0.0115 0.0000
29.9497 0.0110 0.0000
29.9591 0.0044 0.0000
29.9638 0.0025 0.0000
30.0254 0.0096 0.0000
30.0633 0.0109 0.0000
30.0724 0.0035 0.0000
30.0735 0.0144 0.0000
30.0808 0.0034 0.0000
30.0897 0.0092 0.0000
30.0912 0.0109 0.0000
30.1203 0.0025 0.0000
30.1363 0.0076 0.0000
30.1793 0.0052 0.0000
30.1916 0.0075 0.0000
30.2104 0.0129 0.0000
30.2214 0.0014 0.0000
30.2789 0.0098 0.0000
30.3796 0.0085 0.0000
30.3817 0.0115 0.0000
30.4154 0.0173 0.0000
30.4350 0.0160 0.0000
30.4572 0.0094 0.0000
30.5055 0.0026 0.0000
30.5111 0.0026 0.0000
30.5112 0.0052 0.0000
30.5260 0.0088 0.0000
30.5398 0.0106 0.0000
30.5415 0.0063 0.0000
30.5723 0.0028 0.0000
30.5758 0.0222 0.0000
30.5895 0.0083 0.0000
30.5992 0.0114 0.0000
30.6159 0.0029 0.0000
30.6356 0.0141 0.0000
30.6711 0.0123 0.0000
30.6752 0.0056 0.0000
30.6801 0.0059 0.0000
30.7082 0.0046 0.0000
30.7093 0.0037 0.0000
30.7574 0.0067 0.0000
30.7894 0.0033 0.0000
30.9083 0.0101 0.0000
30.9230 0.0187 0.0000
30.9498 0.0068 0.0000
30.9501 0.0138 0.0000
30.9537 0.0163 0.0000
30.9599 0.0055 0.0000
30.9670 0.0084 0.0000
30.9979 0.0102 0.0000
31.0436 0.0124 0.0000
31.0442 0.0134 0.0000
31.1475 0.0119 0.0000
31.1652 0.0036 0.0000
31.2017 0.0136 0.0000
31.2167 0.0148 0.0000
31.2520 0.0041 0.0000
31.2610 0.0065 0.0000
31.2714 0.0059 0.0000
31.2739 0.0069 0.0000
31.3203 0.0036 0.0000
31.3734 0.0060 0.0000
31.4122 0.0041 0.0000
31.4167 0.0115 0.0000
31.4170 0.0101 0.0000
31.4255 0.0083 0.0000
31.4419 0.0101 0.0000
31.4578 0.0093 0.0000
31.4769 0.0041 0.0000
31.4832 0.0051 0.0000
31.5019 0.0068 0.0000
31.5099 0.0052 0.0000
31.5217 0.0094 0.0000
31.5221 0.0109 0.0000
31.5948 0.0086 0.0000
31.6155 0.0047 0.0000
31.6199 0.0056 0.0000
31.6254 0.0081 0.0000
31.7147 0.0206 0.0000
31.7368 0.0094 0.0000
31.7370 0.0106 0.0000
31.7695 0.0069 0.0000
31.8281 0.0080 0.0000
31.8596 0.0045 0.0000
31.9157 0.0077 0.0000
31.9740 0.0087 0.0000
31.9819 0.0028 0.0000
31.9988 0.0044 0.0000
32.0154 0.0121 0.0000
32.0272 0.0058 0.0000
32.0406 0.0111 0.0000
32.0483 0.0048 0.0000
32.0634 0.0032 0.0000
32.0859 0.0062 0.0000
32.1106 0.0053 0.0000
32.1161 0.0146 0.0000
32.1214 0.0186 0.0000
32.1219 0.0038 0.0000
32.1307 0.0050 0.0000
32.1404 0.0050 0.0000
32.1811 0.0092 0.0000
32.2102 0.0105 0.0000
32.2132 0.0083 0.0000
32.2167 0.0109 0.0000
32.2352 0.0058 0.0000
32.2516 0.0148 0.0000
32.2527 0.0091 0.0000
32.2553 0.0154 0.0000
32.2563 0.0099 0.0000
32.2937 0.0003 0.0000
32.3094 0.0076 0.0000
32.3320 0.0045 0.0000
32.3773 0.0040 0.0000
32.3781 0.0125 0.0000
32.4093 0.0082 0.0000
32.4592 0.0082 0.0000
32.4592 0.0130 0.0000
32.5928 0.0065 0.0000
32.6533 0.0052 0.0000
32.6551 0.0053 0.0000
32.6632 0.0133 0.0000
32.6956 0.0164 0.0000
32.7587 0.0057 0.0000
32.7844 0.0097 0.0000
32.8007 0.0061 0.0000
32.8191 0.0070 0.0000
32.8923 0.0019 0.0000
32.9094 0.0019 0.0000
33.0423 0.0086 0.0000
33.0453 0.0101 0.0000
33.1164 0.0033 0.0000
33.1859 0.0127 0.0000
33.2007 0.0088 0.0000
33.2149 0.0045 0.0000
33.2347 0.0138 0.0000
33.2353 0.0144 0.0000
33.2382 0.0116 0.0000
33.2405 0.0005 0.0000
33.2527 0.0137 0.0000
33.2684 0.0162 0.0000
33.3071 0.0158 0.0000
33.3733 0.0045 0.0000
33.3967 0.0184 0.0000
33.4145 0.0097 0.0000
33.4181 0.0084 0.0000
33.4292 0.0022 0.0000
33.4355 0.0154 0.0000
33.4881 0.0107 0.0000
33.5315 0.0057 0.0000
33.5342 0.0029 0.0000
33.5555 0.0080 0.0000
33.5617 0.0041 0.0000
33.5828 0.0112 0.0000
33.5842 0.0028 0.0000
33.5860 0.0014 0.0000
33.5966 0.0063 0.0000
33.6058 0.0119 0.0000
33.6087 0.0162 0.0000
33.6130 0.0057 0.0000
33.6261 0.0086 0.0000
33.6563 0.0031 0.0000
33.7324 0.0179 0.0000
33.7504 0.0065 0.0000
33.8051 0.0051 0.0000
33.8172 0.0049 0.0000
33.8332 0.0100 0.0000
33.8419 0.0044 0.0000
33.8861 0.0050 0.0000
33.9041 0.0100 0.0000
33.9316 0.0126 0.0000
33.9812 0.0069 0.0000
33.9936 0.0133 0.0000
34.0212 0.0124 0.0000
34.0223 0.0033 0.0000
34.0574 0.0068 0.0000
34.1046 0.0064 0.0000
34.1447 0.0094 0.0000
34.1983 0.0119 0.0000
34.2260 0.0134 0.0000
34.2331 0.0037 0.0000
34.2372 0.0102 0.0000
34.2708 0.0081 0.0000
34.2862 0.0137 0.0000
34.2889 0.0062 0.0000
34.3467 0.0055 0.0000
34.3521 0.0039 0.0000
34.3826 0.0116 0.0000
34.3836 0.0061 0.0000
34.3856 0.0104 0.0000
34.4253 0.0010 0.0000
34.4472 0.0034 0.0000
34.4603 0.0106 0.0000
34.4704 0.0087 0.0000
34.4915 0.0015 0.0000
34.5204 0.0030 0.0000
34.5260 0.0145 0.0000
34.5421 0.0242 0.0000
34.6001 0.0008 0.0000
34.6254 0.0067 0.0000
34.6294 0.0148 0.0000
34.6328 0.0084 0.0000
34.6764 0.0041 0.0000
34.7151 0.0126 0.0000
34.7291 0.0085 0.0000
34.7429 0.0063 0.0000
34.8646 0.0024 0.0000
34.9619 0.0029 0.0000
34.9660 0.0059 0.0000
35.0226 0.0169 0.0000
35.0247 0.0146 0.0000
35.0294 0.0048 0.0000
35.0496 0.0139 0.0000
35.0607 0.0050 0.0000
35.0639 0.0121 0.0000
35.0722 0.0048 0.0000
35.0759 0.0069 0.0000
35.0825 0.0069 0.0000
35.1380 0.0085 0.0000
35.1761 0.0050 0.0000
35.2009 0.0037 0.0000
35.2742 0.0131 0.0000
35.2792 0.0092 0.0000
35.2964 0.0073 0.0000
35.2985 0.0059 0.0000
35.3156 0.0074 0.0000
35.3360 0.0054 0.0000
35.3382 0.0136 0.0000
35.3438 0.0052 0.0000
35.3443 0.0060 0.0000
35.3755 0.0084 0.0000
35.3868 0.0114 0.0000
35.3941 0.0129 0.0000
35.4749 0.0111 0.0000
35.4897 0.0045 0.0000
35.5170 0.0192 0.0000
35.6251 0.0078 0.0000
35.6596 0.0096 0.0000
35.6636 0.0143 0.0000
35.6806 0.0098 0.0000
35.6998 0.0099 0.0000
35.8281 0.0146 0.0000
35.8476 0.0129 0.0000
35.8655 0.0023 0.0000
35.8756 0.0016 0.0000
35.9056 0.0043 0.0000
35.9832 0.0054 0.0000
36.0048 0.0149 0.0000
36.0092 0.0055 0.0000
36.0328 0.0131 0.0000
36.0693 0.0180 0.0000
36.1039 0.0197 0.0000
36.1058 0.0031 0.0000
36.1201 0.0139 0.0000
36.1444 0.0070 0.0000
36.1823 0.0051 0.0000
36.1889 0.0091 0.0000
36.2309 0.0064 0.0000
36.2472 0.0064 0.0000
36.2531 0.0051 0.0000
36.2782 0.0100 0.0000
36.2846 0.0053 0.0000
36.2925 0.0038 0.0000
36.3389 0.0093 0.0000
36.3872 0.0246 0.0000
36.3980 0.0101 0.0000
36.4496 0.0061 0.0000
36.4606 0.0037 0.0000
36.5017 0.0123 0.0000
36.5496 0.0078 0.0000
36.5662 0.0066 0.0000
36.5670 0.0075 0.0000
36.5696 0.0023 0.0000
36.5707 0.0061 0.0000
36.5742 0.0090 0.0000
36.6107 0.0079 0.0119
36.6112 0.0113 0.0000
36.6769 0.0062 0.0000
36.6950 0.0109 0.0000
36.7049 0.0083 0.0000
36.7103 0.0124 0.0000
36.7444 0.0090 0.0000
36.7474 0.0152 0.0000
36.7615 0.0057 0.0000
36.7778 0.0127 0.0000
36.7954 0.0031 0.0000
36.8172 0.0098 0.0000
36.8404 0.0107 0.0000
36.8747 0.0096 0.0000
36.9604 0.0075 0.0000
37.0978 0.0076 0.0000
37.1325 0.0059 0.0000
37.1746 0.0092 0.0000
37.1833 0.0096 0.0000
37.2074 0.0159 0.0000
37.2482 0.0067 0.0000
37.2900 0.0047 0.0000
37.3021 0.0057 0.0000
37.3078 0.0127 0.0000
37.3918 0.0101 0.0000
37.4480 0.0160 0.0000
37.4508 0.0205 0.0000
37.4620 0.0073 0.0000
37.5191 0.0047 0.0000
37.5431 0.0014 0.0000
37.5752 0.0114 0.0000
37.6004 0.0222 0.0000
37.6586 0.0164 0.0000
37.6986 0.0147 0.0000
37.7191 0.0086 0.0000
37.7752 0.0028 0.0000
37.8338 0.0077 0.0000
37.8430 0.0104 0.0000
37.8821 0.0012 0.0000
37.8892 0.0070 0.0000
37.9128 0.0103 0.0000
37.9682 0.0030 0.0000
37.9706 0.0070 0.0000
38.0014 0.0130 0.0000
38.0480 0.0210 0.0000
38.0744 0.0077 0.0000
38.0809 0.0069 0.0000
38.1042 0.0097 0.0000
38.1401 0.0113 0.0000
38.1513 0.0194 0.0000
38.1810 0.0047 0.0000
38.1842 0.0186 0.0000
38.2576 0.0186 0.0000
38.2604 0.0129 0.0000
38.2636 0.0087 0.0000
38.2923 0.0037 0.0000
38.3179 0.0046 0.0000
38.3270 0.0155 0.0000
38.3357 0.0094 0.0000
38.3371 0.0043 0.0000
38.3411 0.0150 0.0000
38.3501 0.0009 0.0000
38.3899 0.0095 0.0000
38.4058 0.0149 0.0000
38.4606 0.0047 0.0000
38.4882 0.0116 0.0000
38.5096 0.0102 0.0000
38.5266 0.0107 0.0000
38.5425 0.0089 0.0000
38.5448 0.0105 0.0000
38.5528 0.0091 0.0000
38.5730 0.0084 0.0000
38.6084 0.0199 0.0000
38.6089 0.0128 0.0000
38.6226 0.0035 0.0000
38.6292 0.0044 0.0000
38.6379 0.0058 0.0000
38.6458 0.0028 0.0000
38.7137 0.0014 0.0000
38.7604 0.0112 0.0000
38.7755 0.0106 0.0000
38.7845 0.0101 0.0000
38.8138 0.0087 0.0000
38.8363 0.0070 0.0000
38.8534 0.0150 0.0000
38.9196 0.0095 0.0000
38.9430 0.0100 0.0000
38.9809 0.0073 0.0000
38.9972 0.0125 0.0000
38.9997 0.0056 0.0000
39.0053 0.0082 0.0000
39.0136 0.0080 0.0000
39.0314 0.0012 0.0000
39.0400 0.0066 0.0000
39.0506 0.0138 0.0000
39.1036 0.0098 0.0000
39.1063 0.0130 0.0000
39.1076 0.0054 0.0000
39.1253 0.0085 0.0000
39.1472 0.0089 0.0000
39.1706 0.0093 0.0000
39.1885 0.0116 0.0000
39.2114 0.0055 0.0000
39.2195 0.0095 0.0000
39.3061 0.0038 0.0000
39.3262 0.0129 0.0000
39.3266 0.0081 0.0000
39.4546 0.0058 0.0000
39.4634 0.0191 0.0000
39.5139 0.0113 0.0000
39.5360 0.0088 0.0000
39.5462 0.0070 0.0000
39.6360 0.0201 0.0000
39.6592 0.0033 0.0000
39.7136 0.0164 0.0000
39.7208 0.0058 0.0000
39.7710 0.0110 0.0000
39.7814 0.0122 0.0000
39.8033 0.0062 0.0000
39.8122 0.0042 0.0000
39.8519 0.0091 0.0000
39.8993 0.0086 0.0000
39.9039 0.0091 0.0000
